0,0,0
0.01,0.01,0.00025
0.02,0.02,0.0005
0.03,0.03,0.00075
0.04,0.04,0.001
0.05,0.05,0.00125
0.06,0.06,0.0015
0.07,0.07,0.00175
0.08,0.08,0.002
0.09,0.09,0.00225
0.1,0.1,0.0025
0.11,0.11,0.00275
0.12,0.12,0.003
0.13,0.13,0.00325
0.14,0.14,0.0035
0.15,0.15,0.00375
0.16,0.16,0.004
0.17,0.17,0.00425
0.18,0.18,0.0045
0.19,0.19,0.00475
0.2,0.2,0.005
0.21,0.21,0.00525
0.22,0.22,0.0055
0.23,0.23,0.00575
0.24,0.24,0.006
0.25,0.25,0.00625
0.26,0.26,0.0065
0.27,0.27,0.00675
0.28,0.28,0.007
0.29,0.29,0.00725
0.3,0.3,0.0075
0.31,0.31,0.00775
0.32,0.32,0.008
0.33,0.33,0.00825
0.34,0.34,0.0085
0.35,0.35,0.00875
0.36,0.36,0.009
0.37,0.37,0.00925
0.38,0.38,0.0095
0.39,0.39,0.00975
0.4,0.4,0.01
0.41,0.41,0.01025
0.42,0.42,0.0105
0.43,0.43,0.01075
0.44,0.44,0.011
0.45,0.45,0.01125
0.46,0.46,0.0115
0.47,0.47,0.01175
0.48,0.48,0.012
0.49,0.49,0.01225
0.5,0.5,0.0125
0.51,0.51,0.01275
0.52,0.52,0.013
0.53,0.53,0.01325
0.54,0.54,0.0135
0.55,0.55,0.01375
0.56,0.56,0.014
0.57,0.57,0.01425
0.58,0.58,0.0145
0.59,0.59,0.01475
0.6,0.6,0.015
0.61,0.61,0.01525
0.62,0.62,0.0155
0.63,0.63,0.01575
0.64,0.64,0.016
0.65,0.65,0.01625
0.66,0.66,0.0165
0.67,0.67,0.01675
0.68,0.68,0.017
0.69,0.69,0.01725
0.7,0.7,0.0175
0.71,0.71,0.01775
0.72,0.72,0.018
0.73,0.73,0.01825
0.74,0.74,0.0185
0.75,0.75,0.01875
0.76,0.76,0.019
0.77,0.77,0.01925
0.78,0.78,0.0195
0.79,0.79,0.01975
0.8,0.8,0.02
0.81,0.81,0.02025
0.82,0.82,0.0205
0.83,0.83,0.02075
0.84,0.84,0.021
0.85,0.85,0.02125
0.86,0.86,0.0215
0.87,0.87,0.02175
0.88,0.88,0.022
0.89,0.89,0.02225
0.9,0.9,0.0225
0.91,0.91,0.02275
0.92,0.92,0.023
0.93,0.93,0.02325
0.94,0.94,0.0235
0.95,0.95,0.02375
0.96,0.96,0.024
0.97,0.97,0.02425
0.98,0.98,0.0245
0.99,0.99,0.02475
1,1,0.025
1.01,1.01,0.02525
1.02,1.02,0.0255
1.03,1.03,0.02575
1.04,1.04,0.026
1.05,1.05,0.02625
1.06,1.06,0.0265
1.07,1.07,0.02675
1.08,1.08,0.027
1.09,1.09,0.02725
1.1,1.1,0.0275
1.11,1.11,0.02775
1.12,1.12,0.028
1.13,1.13,0.02825
1.14,1.14,0.0285
1.15,1.15,0.02875
1.16,1.16,0.029
1.17,1.17,0.02925
1.18,1.18,0.0295
1.19,1.19,0.02975
1.2,1.2,0.03
1.21,1.21,0.03025
1.22,1.22,0.0305
1.23,1.23,0.03075
1.24,1.24,0.031
1.25,1.25,0.03125
1.26,1.26,0.0315
1.27,1.27,0.03175
1.28,1.28,0.032
1.29,1.29,0.03225
1.3,1.3,0.0325
1.31,1.31,0.03275
1.32,1.32,0.033
1.33,1.33,0.03325
1.34,1.34,0.0335
1.35,1.35,0.03375
1.36,1.36,0.034
1.37,1.37,0.03425
1.38,1.38,0.0345
1.39,1.39,0.03475
1.4,1.4,0.035
1.41,1.41,0.03525
1.42,1.42,0.0355
1.43,1.43,0.03575
1.44,1.44,0.036
1.45,1.45,0.03625
1.46,1.46,0.0365
1.47,1.47,0.03675
1.48,1.48,0.037
1.49,1.49,0.03725
1.5,1.5,0.0375
1.51,1.51,0.03775
1.52,1.52,0.038
1.53,1.53,0.03825
1.54,1.54,0.0385
1.55,1.55,0.03875
1.56,1.56,0.039
1.57,1.57,0.03925
1.58,1.58,0.0395
1.59,1.59,0.03975
1.6,1.6,0.04
1.61,1.61,0.04025
1.62,1.62,0.0405
1.63,1.63,0.04075
1.64,1.64,0.041
1.65,1.65,0.04125
1.66,1.66,0.0415
1.67,1.67,0.04175
1.68,1.68,0.042
1.69,1.69,0.04225
1.7,1.7,0.0425
1.71,1.71,0.04275
1.72,1.72,0.043
1.73,1.73,0.04325
1.74,1.74,0.0435
1.75,1.75,0.04375
1.76,1.76,0.044
1.77,1.77,0.04425
1.78,1.78,0.0445
1.79,1.79,0.04475
1.8,1.8,0.045
1.81,1.81,0.04525
1.82,1.82,0.0455
1.83,1.83,0.04575
1.84,1.84,0.046
1.85,1.85,0.04625
1.86,1.86,0.0465
1.87,1.87,0.04675
1.88,1.88,0.047
1.89,1.89,0.04725
1.9,1.9,0.0475
1.91,1.91,0.04775
1.92,1.92,0.048
1.93,1.93,0.04825
1.94,1.94,0.0485
1.95,1.95,0.04875
1.96,1.96,0.049
1.97,1.97,0.04925
1.98,1.98,0.0495
1.99,1.99,0.04975
2,2,0.05
