-2,-2,0.05
-1.96,-1.9992,0.05
-1.92,-1.9968,0.05
-1.88,-1.9929,0.05
-1.84,-1.9875,0.05
-1.8,-1.9805,0.05
-1.76,-1.9721,0.05
-1.72,-1.9622,0.05
-1.68,-1.9508,0.05
-1.64,-1.9381,0.05
-1.6,-1.924,0.05
-1.56,-1.9085,0.05
-1.52,-1.8917,0.05
-1.48,-1.8736,0.05
-1.44,-1.8542,0.05
-1.4,-1.8335,0.05
-1.36,-1.8116,0.05
-1.32,-1.7885,0.05
-1.28,-1.7641,0.05
-1.24,-1.7386,0.05
-1.2,-1.712,0.05
-1.16,-1.6842,0.05
-1.12,-1.6554,0.05
-1.08,-1.6255,0.05
-1.04,-1.5945,0.05
-1,-1.5625,0.05
-0.96,-1.5295,0.05
-0.92,-1.4955,0.05
-0.88,-1.4606,0.05
-0.84,-1.4248,0.05
-0.8,-1.388,0.05
-0.76,-1.3504,0.05
-0.72,-1.3119,0.05
-0.68,-1.2725,0.05
-0.64,-1.2324,0.05
-0.6,-1.1915,0.05
-0.56,-1.1498,0.05
-0.52,-1.1074,0.05
-0.48,-1.0643,0.05
-0.44,-1.0205,0.05
-0.4,-0.976,0.05
-0.36,-0.93088,0.05
-0.32,-0.88515,0.05
-0.28,-0.83883,0.05
-0.24,-0.79194,0.05
-0.2,-0.7445,0.05
-0.16,-0.69654,0.05
-0.12,-0.64809,0.05
-0.08,-0.59917,0.05
-0.04,-0.5498,0.05
0,-0.5,0.05
0.04,-0.4498,0.05
0.08,-0.39923,0.05
0.12,-0.34831,0.05
0.16,-0.29706,0.05
0.2,-0.2455,0.05
0.24,-0.19366,0.05
0.28,-0.14157,0.05
0.32,-0.089248,0.05
0.36,-0.036716,0.05
0.4,0.016,0.05
0.44,0.068876,0.05
0.48,0.12189,0.05
0.52,0.17501,0.05
0.56,0.22822,0.05
0.6,0.2815,0.05
0.64,0.33482,0.05
0.68,0.38815,0.05
0.72,0.44147,0.05
0.76,0.49476,0.05
0.8,0.548,0.05
0.84,0.60116,0.05
0.88,0.65421,0.05
0.92,0.70713,0.05
0.96,0.7599,0.05
1,0.8125,0.05
1.04,0.8649,0.05
1.08,0.91707,0.05
1.12,0.96899,0.05
1.16,1.0206,0.05
1.2,1.072,0.05
1.24,1.123,0.05
1.28,1.1737,0.05
1.32,1.2241,0.05
1.36,1.274,0.05
1.4,1.3235,0.05
1.44,1.3726,0.05
1.48,1.4212,0.05
1.52,1.4693,0.05
1.56,1.5169,0.05
1.6,1.564,0.05
1.64,1.6105,0.05
1.68,1.6564,0.05
1.72,1.7018,0.05
1.76,1.7465,0.05
1.8,1.7905,0.05
1.84,1.8339,0.05
1.88,1.8765,0.05
1.92,1.9184,0.05
1.96,1.9596,0.05
2,2,0.05
